Security Wise Delivery Position - Compulsory Rolling Settlement
10,MTO,15092026,1922914637,0003415
Trade Date <15-SEP-2026>,Settlement Type <N>
Record Type,Sr No,Name of Security,Quantity Traded,Deliverable Quantity(gross across client level),% of Deliverable Quantity to Traded Quantity
20,475,ASIANPAINT,EQ,539643,332510,61.62
20,476,ASIANTILES,EQ,2855354,1116484,39.10
20,477,ASIANTNE,EQ,11719,11592,98.92
20,478,ASKAUTOLTD,EQ,480326,128346,26.72
20,479,ASPINWALL,EQ,2956,2302,77.88
20,480,ASTAR,EQ,164,164,100.00
20,481,ASTEC,EQ,47020,16177,34.40
20,482,ASTERDM,EQ,1030702,634778,61.59
20,483,ASTRAL,EQ,609291,367972,60.39
20,484,ASTRAMICRO,EQ,496962,293291,59.02
20,485,ASTRAZEN,EQ,14843,10763,72.51
20,486,ATALREAL,EQ,13631375,6355867,46.63
20,487,ATAM,EQ,10388,6927,66.68
20,488,ATCENERGY,ST,25200,25200,100.00
20,489,ATGL,EQ,517239,196722,38.03
20,490,ATHERENERG,EQ,3713971,1326951,35.73
20,491,ATL,EQ,162315,117606,72.46
20,492,ATLANTAA,EQ,26472,22254,84.07
20,493,ATLANTAELE,EQ,106063,57750,54.45
20,494,ATLASCYCLE,EQ,26406,19272,72.98
20,495,ATLPP,E1,2656,2656,100.00
20,496,ATMASTCO,SM,14800,12800,86.49
20,497,ATUL,EQ,34391,20355,59.19
20,498,ATULAUTO,EQ,132601,55282,41.69
20,499,AUBANK,EQ,815819,517307,63.41
20,500,AUGMONT,EQ,930427,322439,34.65
20,501,AURIONPRO,EQ,306875,137216,44.71
20,502,AUROIMPEX,SM,4800,4800,100.00
20,503,AUROPHARMA,EQ,438757,213790,48.73
20,504,AURUM,EQ,121746,80737,66.32
20,505,AURUS,EQ,12400,10383,83.73
20,506,AUSL,SM,4000,4000,100.00
20,507,AUSOMENT,EQ,5047,3994,79.14
20,508,AUSTENG,EQ,6842,5213,76.19
20,509,AUTOAXLES,EQ,3806,2554,67.10
20,510,AUTOBEES,EQ,187772,98178,52.29
20,511,AUTOIETF,EQ,695282,409854,58.95
20,512,AUTOIND,EQ,129975,80453,61.90
20,513,AVADHSUGAR,EQ,195986,89446,45.64
20,514,AVALON,EQ,355969,178096,50.03
20,515,AVANA,ST,8000,8000,100.00
20,516,AVANCE,EQ,4652378,2985085,64.16
20,517,AVANTEL,EQ,1853714,1004430,54.18
20,518,AVANTIFEED,EQ,282723,126331,44.68
20,519,AVATAR,ST,6000,6000,100.00
20,520,AVIANSH,SM,4000,3000,75.00
20,521,AVIENCE,SM,46800,28800,61.54
20,522,AVL,EQ,421337,201077,47.72
20,523,AVONMORE,EQ,298526,237307,79.49
20,524,AVPINFRA,SM,46400,41600,89.66
20,525,AVROIND,EQ,222508,172793,77.66
20,526,AVTNPL,EQ,279706,152449,54.50
20,527,AWFIS,EQ,3801941,645844,16.99
20,528,AWHCL,EQ,82561,43840,53.10
20,529,AWL,EQ,1154132,609821,52.84
20,530,AXISBANK,EQ,5698466,3319643,58.26
20,531,AXISCADES,EQ,176313,98118,55.65
20,532,AXITA,EQ,425828,322384,75.71
20,533,AXTEL,EQ,21380,17296,80.90
20,534,AYE,EQ,1154930,540403,46.79
20,535,AYMSYNTEX,EQ,73158,57157,78.13
20,536,AZAD,EQ,427305,198493,46.45
20,537,AZADIND,EQ,13007,5483,42.15
20,538,BABAFP,SM,8000,8000,100.00
20,539,BAGFILMS,EQ,94381,64167,67.99
20,540,BAGMANE,RR,2349887,2069956,88.09
20,541,BAHETI,SM,48000,34125,71.09
20,542,BAIDFIN,EQ,552693,356910,64.58
20,543,BAJAJ-AUTO,EQ,236796,147488,62.28
20,544,BAJAJCON,EQ,824896,423955,51.39
20,545,BAJAJELEC,EQ,127113,47887,37.67
20,546,BAJAJFINSV,EQ,486164,278637,57.31
20,547,BAJAJHCARE,EQ,95072,58889,61.94
20,548,BAJAJHFL,EQ,3993670,2521407,63.14
20,549,BAJAJHIND,EQ,19892199,6309552,31.72
20,550,BAJAJHLDNG,EQ,56888,35167,61.82
20,551,BAJAJINDEF,EQ,10651,6266,58.83
20,552,BAJAJST,EQ,7410,5952,80.32
20,553,BAJEL,EQ,305666,168942,55.27
20,554,BAJFINANCE,EQ,5792124,4060046,70.10
20,555,BALAJEE,EQ,16947,9549,56.35
20,556,BALAJIPHOS,SM,2000,2000,100.00
20,557,BALAJITELE,EQ,1605822,357395,22.26
