Security Wise Delivery Position - Compulsory Rolling Settlement
10,MTO,09092026,1947450631,0003411
Trade Date <09-SEP-2026>,Settlement Type <N>
Record Type,Sr No,Name of Security,Quantity Traded,Deliverable Quantity(gross across client level),% of Deliverable Quantity to Traded Quantity
20,1,1003IIFL29,NC,25,25,100.00
20,2,1003ISFL28,N4,31,31,100.00
20,3,1003SCL30A,NV,48,0,0.00
20,4,1015ECL29,NR,718,718,100.00
20,5,1015SCL28,NR,200,200,100.00
20,6,1025SCL35A,N1,41,41,100.00
20,7,1025UCL26A,N1,12,12,100.00
20,8,1025UCL27A,NG,8,4,50.00
20,9,1050UCL28,NH,171,171,100.00
20,10,105IIFL29,N7,65,65,100.00
20,11,1060ECL29,NS,5,5,100.00
20,12,1065NFL27,NC,3,2,66.67
20,13,1075SCL33A,N2,25,25,100.00
20,14,1075WCA28,N0,2,2,100.00
20,15,10IIFL28,N4,436,436,100.00
20,16,10ISFL26,N3,1,1,100.00
20,17,1150AFIL28,N0,1,1,100.00
20,18,115VCCL31A,N0,10,10,100.00
20,19,125VCCL31,N0,4,4,100.00
20,20,12AFIL27,N0,13,13,100.00
20,21,12AFIL28,N0,25,22,88.00
20,22,12VCCL29B,N0,1,1,100.00
20,23,12VPT28,N0,3,3,100.00
20,24,182D180926,TB,5800,5800,100.00
20,25,20MICRONS,EQ,78133,35371,45.27
20,26,21STCENMGM,EQ,1472,806,54.76
20,27,360ONE,EQ,869898,517487,59.49
20,28,364D060527,TB,172700,172700,100.00
20,29,364D080727,TB,400,400,100.00
20,30,364D100627,TB,25600,25600,100.00
20,31,364D110327,TB,55000,55000,100.00
20,32,364D170627,TB,39400,39400,100.00
20,33,364D240627,TB,74800,74800,100.00
20,34,364D250227,TB,200,100,50.00
20,35,3BBLACKBIO,EQ,9173,4551,49.61
20,36,3MINDIA,EQ,1275,549,43.06
20,37,3PLAND,EQ,1886,1847,97.93
20,38,574GS2026,GS,1,1,100.00
20,39,5PAISA,EQ,55842,22328,39.98
20,40,610GS2031,GS,1,1,100.00
20,41,620GS2029,GS,800,800,100.00
20,42,633GS2035,GS,3994,3994,100.00
20,43,636GS2031,GS,793,793,100.00
20,44,63MOONS,EQ,645891,283072,43.83
20,45,648GS2035,GS,5601,5401,96.43
20,46,654GS2032,GS,15001,15001,100.00
20,47,667GS2050,GS,1000,1000,100.00
20,48,668GS2040,GS,2500,2500,100.00
20,49,676GS2061,GS,46636,46635,100.00
20,50,679GS2031,GS,500,500,100.00
20,51,679GS2034A,GS,1,1,100.00
20,52,683WB31A,SG,400,400,100.00
20,53,690GS2065,GS,2453,2453,100.00
20,54,692GS2039,GS,400,400,100.00
20,55,694GS2036,GS,211,200,94.79
20,56,695GS2061,GS,5357,5345,99.78
20,57,695KA28,SG,100,100,100.00
20,58,697GR2034,GS,10,10,100.00
20,59,698GR2054,GS,50,50,100.00
