Security Wise Delivery Position - Compulsory Rolling Settlement
10,MTO,11092026,1772614198,0003333
Trade Date <11-SEP-2026>,Settlement Type <N>
Record Type,Sr No,Name of Security,Quantity Traded,Deliverable Quantity(gross across client level),% of Deliverable Quantity to Traded Quantity
20,48,694GS2036,GS,5700,5200,91.23
20,49,695GS2061,GS,47,46,97.87
20,50,697GR2034,GS,221,221,100.00
20,51,699GS2051,GS,1,1,100.00
20,52,704GS2029,GS,15,15,100.00
20,53,704REC28,N4,9,9,100.00
20,54,706GS2028,GS,100,100,100.00
20,55,706GS2046,GS,1,1,100.00
20,56,709GS2054,GS,6730,5375,79.87
20,57,709GS2074,GS,259,249,96.14
20,58,710GS2029,GS,2057700,2057700,100.00
20,59,712BR34,SG,900,900,100.00
20,60,716GS2050,GS,1,1,100.00
20,61,717GS2030,GS,4301,4301,100.00
20,62,718GS2033,GS,199,199,100.00
20,63,718GS2037,GS,2115,2115,100.00
20,64,719GS2060,GS,200,200,100.00
20,65,71GS2034,GS,500,500,100.00
20,66,71MH33,SG,1000,1000,100.00
20,67,724GS2055,GS,13765,13765,100.00
20,68,725GS2063,GS,111543,110314,98.90
20,69,726GS2032,GS,34680,34680,100.00
20,70,726GS2033,GS,101,101,100.00
20,71,728IRFC30,NG,9,9,100.00
20,72,732GS2030,GS,650,600,92.31
20,73,733GS2026,GS,200,200,100.00
20,74,734GS2064,GS,16130,16130,100.00
20,75,737CG31,SG,900,900,100.00
20,76,737GS2028,GS,1878,1878,100.00
20,77,737NTPC35C,NA,38,38,100.00
20,78,738GS2027,GS,9509,9509,100.00
20,79,739TN34A,SG,100,100,100.00
20,80,73GS2053,GS,4547,4547,100.00
20,81,741GS2036,GS,1100,1100,100.00
20,82,743GS2076,GS,44916,40981,91.24
20,83,743REC35,NH,480,480,100.00
20,84,744CG30,SG,100,100,100.00
20,85,744TN55A,SG,700,600,85.71
20,86,745KA35,SG,200,200,100.00
20,87,745WB44,SG,200,200,100.00
20,88,746CG31,SG,100,100,100.00
20,89,746GS2073,GS,18099,18076,99.87
20,90,748UP36,SG,800,800,100.00
20,91,74GS2062,GS,1,1,100.00
20,92,750GS2056,GS,5,5,100.00
20,93,751HUDCO28,N5,200,200,100.00
20,94,753IRFC30,NJ,10,10,100.00
20,95,754GS2036,GS,193220,192939,99.85
20,96,762NTPC35F,ND,200,200,100.00
20,97,764HUDCO31,N8,3,3,100.00
20,98,764IRFC31,NO,209,100,47.85
20,99,764MP34,SG,2800,2800,100.00
20,100,768KA31,SG,100,100,100.00
20,101,769NHAI31,NE,4993,3645,73.00
20,102,76NHAI31,NA,360,270,75.00
20,103,771GS2066,GS,78392,78191,99.74
20,104,772UP36A,SG,400,400,100.00
20,105,781RJ49,SG,100,100,100.00
20,106,795GS2032,GS,368,368,100.00
20,107,79NHIT35,N1,17,17,100.00
20,108,79NHIT40,N2,615,597,97.07
20,109,79NHIT47,N3,579,569,98.27
20,110,812REC27,NI,10,10,100.00
20,111,81TCHF28,N8,698,698,100.00
20,112,820IIFL27,N9,225,225,100.00
20,113,824GS2027,GS,296,248,83.78
20,114,828GS2032,GS,1009,1009,100.00
20,115,82HUDCO27,N2,1480,1475,99.66
20,116,82IGT31,NJ,175,140,80.00
20,117,830NHAI27,N2,820,811,98.90
20,118,837IIFL28,Y4,20,20,100.00
20,119,840IRFC29,N8,2,2,100.00
20,120,842IIFL26,NL,232,232,100.00
20,121,843IHFL29,NC,315,200,63.49
20,122,850IIFL27,NA,10,10,100.00
20,123,85CIFC27,NL,30,30,100.00
20,124,860AEL28,NH,31,31,100.00
20,125,862AEL31,NM,80,63,78.75
20,126,862REC33,NA,35,35,100.00
20,127,863IRFC29,NC,20,20,100.00
20,128,865IFL28,NZ,200,200,100.00
20,129,865IIFL28,NS,1354,1354,100.00
20,130,865IRFC29,NA,640,640,100.00
20,131,865LTF26,NN,15,14,93.33
20,132,865SCL27,N4,30,30,100.00
20,133,871REC28,N9,10,10,100.00
20,134,875NHAI29,N6,615,606,98.54
20,135,875SFL27,ZF,60,60,100.00
20,136,879SCL30,N0,3,3,100.00
20,137,87LTF27,NH,1,1,100.00
20,138,880IREDA29,N5,128,128,100.00
20,139,888ECL28,N1,258,258,100.00
20,140,888REC29,NF,3,3,100.00
20,141,888SCL25E,N4,248,131,52.82
20,142,890AEL31,NN,500,500,100.00
20,143,890SFIL23A,NZ,15,15,100.00
20,144,891IIFCL34,N4,1,1,100.00
20,145,891NTPC33,N6,236,236,100.00
20,146,892NHPC33,N6,500,500,100.00
20,147,895AEL27,N9,11,11,100.00
20,148,897GS2030,GS,50,50,100.00
20,149,89IHFL29,N1,365,365,100.00
20,150,901HUDCO34,NE,395,385,97.47
20,151,901NHB34,N6,272,238,87.50
20,152,903SFL28,YI,10,10,100.00
20,153,905LTF27,NF,1,1,100.00
20,154,910TCAP28,NA,157,125,79.62
20,155,915SCL27,Z7,132,132,100.00
20,156,91D011026,TB,1300,1300,100.00
20,157,91D031226,TB,200,200,100.00
20,158,91D081026,TB,100,100,100.00
20,159,91D151026,TB,3000,3000,100.00
20,160,91D221026,TB,500,500,100.00
20,161,920HFL30,N0,1,1,100.00
20,162,925ECL28,N2,34,34,100.00
20,163,925ISF28,N0,16,16,100.00
20,164,925SCL28C,BS,1,1,100.00
20,165,92GS2030,GS,21350,21350,100.00
20,166,930AEL30,NF,426,426,100.00
20,167,930APMD27,N0,1,1,100.00
20,168,930APMD31,N0,3,3,100.00
20,169,932AEL27,N3,1047,1047,100.00
20,170,935LTF29,N5,90,90,100.00
20,171,935PFL33,N3,20,20,100.00
20,172,93MOFSL34,N6,40,30,75.00
20,173,943ECL28,NJ,1,1,100.00
20,174,948SCL26B,Y8,5,5,100.00
20,175,948SCL27A,ZJ,150,150,100.00
20,176,948SCL27D,N1,2,2,100.00
20,177,950ISF27C,N0,6,6,100.00
20,178,956AEL29,N6,20,20,100.00
20,179,957ICCL25,YW,30,30,100.00
20,180,965AEL27,N4,548,548,100.00
20,181,965SCL27,N1,10,10,100.00
20,182,96IIFL28,N5,2569,1796,69.91
20,183,96IIFL28A,NF,626,626,100.00
20,184,970CAGL28,ND,108,108,100.00
20,185,97MOFSL34,N7,240,200,83.33
20,186,97SFL29,YZ,215,135,62.79
20,187,985SFIL28,NO,10,10,100.00
20,188,990SCL26A,NL,273,273,100.00
20,189,990SCL27,YT,30,30,100.00
20,190,99AEL29,N7,203,202,99.51
20,191,9AEL30,NE,117,92,78.63
20,192,9IIFL28A,NT,206,206,100.00
20,193,9PCPL28A,N0,2,2,100.00
20,194,9PFL31A,NA,55,47,85.45
20,195,A2ZINFRA,EQ,60369,49055,81.26
20,196,AAATECH,EQ,6556,4606,70.26
20,197,AADHARHFC,EQ,172941,92755,53.63
20,198,AAKAAR,SM,3200,3200,100.00
20,199,AAKASH,EQ,127026,89892,70.77
20,200,AARADHYA,ST,45600,45600,100.00
20,201,AAREYDRUGS,EQ,323673,211060,65.21
20,202,AARON,EQ,30461,20441,67.11
20,203,AARTIDRUGS,EQ,156926,74582,47.53
20,204,AARTIIND,EQ,485436,268375,55.29
20,205,AARTIPHARM,EQ,233106,110118,47.24
20,206,AARVI,EQ,12133,10120,83.41
20,207,AASTHA,EQ,157478,114680,72.82
20,208,AATMAJ,SM,2000,2000,100.00
20,209,AAVAS,EQ,51233,31509,61.50
20,210,ABANSENT,EQ,6389,5265,82.41
20,211,ABB,EQ,173123,86043,49.70
20,212,ABBOTINDIA,EQ,8413,4602,54.70
20,213,ABCAPITAL,EQ,1462240,646243,44.20
20,214,ABCOTS,EQ,1003,881,87.84
20,215,ABDL,EQ,422971,233578,55.22
20,216,ABFRL,EQ,3797201,1631692,42.97
20,217,ABGSEC,EQ,4,4,100.00
20,218,ABH,ST,42000,42000,100.00
20,219,ABHAPOWER,SM,8000,8000,100.00
20,220,ABLBL,EQ,348337,226119,64.91
20,221,ABMKNO,EQ,1382,1042,75.40
20,222,ABREL,EQ,315068,181665,57.66
20,223,ABSL10BANK,EQ,1341,1292,96.35
20,224,ABSLAMC,EQ,527163,349854,66.37
20,225,ABSLBANETF,EQ,62593,45447,72.61
20,226,ABSLLIQUID,EQ,14689,13944,94.93
20,227,ABSLMSCIN,EQ,147,147,100.00
20,228,ABSLNN50ET,EQ,14919,7880,52.82
20,229,ABSLPSE,EQ,125739,66981,53.27
20,230,ABSMARINE,SM,110500,75500,68.33
20,231,ACC,EQ,104797,41319,39.43
20,232,ACCELYA,EQ,5544,3939,71.05
20,233,ACCENTMIC,SM,72500,45500,62.76
20,234,ACCPL,ST,13200,12000,90.91
20,235,ACE,EQ,278506,114292,41.04
20,236,ACEINTEG,EQ,837,679,81.12
20,237,ACETEC,SM,4800,4800,100.00
20,238,ACGL,EQ,2107,1499,71.14
20,239,ACI,EQ,280905,146845,52.28
20,240,ACL,EQ,31032,27851,89.75
20,241,ACMESOLAR,EQ,1081219,518437,47.95
20,242,ACTIVEINFR,SM,10800,10800,100.00
20,243,ACUTAAS,EQ,283475,115926,40.89
20,244,ADANIENSOL,EQ,959384,427239,44.53
20,245,ADANIENT,EQ,1613693,767389,47.55
20,246,ADANIGREEN,EQ,927669,346488,37.35
20,247,ADANIPORTS,EQ,1484829,911385,61.38
20,248,ADANIPOWER,EQ,9042048,3360915,37.17
20,249,ADDICTIVE,SM,24000,23500,97.92
20,250,ADDIND,EQ,1451,1435,98.90
20,251,ADFFOODS,EQ,54419,31875,58.57
20,252,ADISOFT,SM,81600,56800,69.61
20,253,ADL,EQ,966,863,89.34
20,254,ADOR,EQ,26296,14561,55.37
20,255,ADROITINFO,EQ,19396,13067,67.37
20,256,ADSL,EQ,81185,43861,54.03
20,257,ADVAIT,EQ,30945,14952,48.32
20,258,ADVANCE,EQ,59700,29212,48.93
20,259,ADVANIHOTR,EQ,15601,13107,84.01
20,260,ADVENTHTL,EQ,84515,50589,59.86
20,261,ADVENZYMES,EQ,193363,130267,67.37
20,262,ADVIKCA,EQ,580520,422933,72.85
20,263,AEGISLOG,EQ,1147231,296880,25.88
20,264,AEGISVOPAK,EQ,1586501,787804,49.66
20,265,AEL120924B,N8,30,30,100.00
20,266,AEL1212026,NO,84,84,100.00
20,267,AEL170725,ND,35,35,100.00
20,268,AEPL,EQ,21313,9785,45.91
20,269,AEQUS,EQ,2083425,1016373,48.78
20,270,AEROENTER,EQ,860101,389060,45.23
20,271,AEROFLEX,EQ,945770,373302,39.47
20,272,AERON,SM,2000,2000,100.00
20,273,AERONEU,EQ,49537,32512,65.63
20,274,AEROPLANE,EQ,4351619,2255557,51.83
20,275,AESTHETIK,SM,1000,1000,100.00
20,276,AETHER,EQ,273400,145682,53.29
20,277,AFCONS,EQ,1634725,724310,44.31
20,278,AFFLE,EQ,80842,38774,47.96
20,279,AFFORDABLE,EQ,13134,9725,74.04
20,280,AFIL,EQ,220431,134114,60.84
20,281,AFSL,EQ,26596,26362,99.12
20,282,AGARIND,EQ,41696,22806,54.70
20,283,AGARWALEYE,EQ,114981,57302,49.84
20,284,AGARWALTUF,SM,6000,4800,80.00
20,285,AGI,EQ,72814,30391,41.74
20,286,AGIIL,EQ,168225,98520,58.56
20,287,AGL,EQ,2925273,944537,32.29
20,288,AGNI,SM,2500,2500,100.00
20,289,AGRITECH,EQ,805,607,75.40
20,290,AGROPHOS,EQ,11759,8436,71.74
20,291,AHCL,EQ,133113879,19736005,14.83
20,292,AHLADA,EQ,18772,18068,96.25
20,293,AHLEAST,EQ,1860,1493,80.27
20,294,AHLUCONT,EQ,46087,27063,58.72
20,295,AIAENG,EQ,14829,7261,48.96
20,296,AIIL,EQ,5314342,453462,8.53
20,297,AIMTRON,SM,48600,31800,65.43
20,298,AIRAN,EQ,94551,81543,86.24
20,299,AIROLAM,EQ,1855,1347,72.61
20,300,AISL,SM,1200,1200,100.00
20,301,AJANTPHARM,EQ,38860,21303,54.82
20,302,AJAXENGG,EQ,60245,34596,57.43
20,303,AJMERA,EQ,368042,180854,49.14
20,304,AJOONI,EQ,403799,313548,77.65
20,305,AKANKSHA,SM,1000,1000,100.00
20,306,AKASH,EQ,5037,4349,86.34
20,307,AKCAPIT,EQ,613,606,98.86
20,308,AKG,EQ,21471,16858,78.52
20,309,AKIKO,SM,20000,17600,88.00
20,310,AKSHAR,EQ,797714,444464,55.72
20,311,AKUMS,EQ,350432,172242,49.15
20,312,ALANKIT,EQ,182957,130392,71.27
20,313,ALBERTDAVD,EQ,2432,2101,86.39
20,314,ALEMBICLTD,EQ,628479,298237,47.45
20,315,ALFREDHE,EQ,123,110,89.43
20,316,ALGOQUANT,EQ,1442407,783449,54.32
20,317,ALICON,EQ,16592,9459,57.01
20,318,ALIVUS,EQ,63394,40835,64.41
20,319,ALKALI,EQ,18658,9965,53.41
20,320,ALKEM,EQ,228046,178844,78.42
20,321,ALKYLAMINE,EQ,56510,30338,53.69
20,322,ALLCARGO,EQ,9211031,3187642,34.61
20,323,ALLDIGI,EQ,1614,1206,74.72
20,324,ALLETEC,SM,20000,14000,70.00
20,325,ALLTIME,EQ,351670,115363,32.80
20,326,ALMONDZ,EQ,153610,124993,81.37
20,327,ALOKINDS,EQ,10854408,5698833,52.50
20,328,ALPA,EQ,6709,5828,86.87
20,329,ALPEXSOLAR,SM,34800,28500,81.90
20,330,ALPHA,EQ,1054987,594012,56.31
20,331,ALPHAETF,EQ,237074,124490,52.51
20,332,ALPINETEX,EQ,83166,42118,50.64
20,333,ALPL30IETF,EQ,100077,47928,47.89
20,334,ALUFLUOR,EQ,7896,7160,90.68
20,335,AMAGI,EQ,351622,131367,37.36
20,336,AMAL,EQ,7516,4050,53.89
20,337,AMARJOTHI,EQ,1269,733,57.76
20,338,AMBAAUTO,SM,5000,5000,100.00
20,339,AMBER,EQ,90688,32846,36.22
20,340,AMBICAAGAR,EQ,15765,14142,89.71
20,341,AMBIKCO,EQ,14669,6384,43.52
20,342,AMBUJACEM,EQ,1221148,472908,38.73
20,343,AMCL,SM,15200,10000,65.79
20,344,AMDIND,EQ,287401,91258,31.75
20,345,AMEYA,SM,10000,9000,90.00
20,346,AMJLAND,EQ,7350,4843,65.89
20,347,AMNPLST,EQ,1343,1234,91.88
20,348,AMRUTANJAN,EQ,68484,40131,58.60
20,349,ANANDRATHI,EQ,149301,76530,51.26
20,350,ANANTAM,IV,8048,5858,72.79
20,351,ANANTRAJ,EQ,1888958,838666,44.40
20,352,ANAWIL,SM,232000,130800,56.38
20,353,ANDHRAPAP,EQ,1612932,479114,29.70
20,354,ANDHRSUGAR,EQ,337936,171758,50.83
20,355,ANDREWYU,EQ,43319,32531,75.10
20,356,ANGELONE,EQ,4950182,1809931,36.56
20,357,ANIKINDS,EQ,1103,903,81.87
20,358,ANLON,SM,2400,2400,100.00
20,359,ANMOL,EQ,1493367,909095,60.88
20,360,ANNAPURNA,EQ,28878,20359,70.50
20,361,ANOND-RE,ST,8800,8320,94.55
20,362,ANONDITA,SM,51200,28000,54.69
20,363,ANSALBU,EQ,276,275,99.64
20,364,ANTELOPUS,EQ,3872264,411100,10.62
20,365,ANTGRAPHIC,EQ,269683,244629,90.71
20,366,ANTHEM,EQ,714125,486347,68.10
20,367,ANUHPHR,EQ,195288,101472,51.96
20,368,ANUP,EQ,24650,15859,64.34
20,369,ANURAS,EQ,405289,196011,48.36
20,370,ANYA,SM,15000,15000,100.00
20,371,AONEGOLD,EQ,453702,332978,73.39
20,372,AONELIQUID,EQ,4621,3740,80.93
20,373,AONENIFTY,EQ,205901,142758,69.33
20,374,AONESILVER,EQ,598408,408894,68.33
20,375,AONETMMQ50,EQ,26465,11921,45.04
20,376,AONETOTAL,EQ,414214,261018,63.02
20,377,APARINDS,EQ,154528,58098,37.60
20,378,APCL,EQ,2438,2148,88.11
20,379,APCOTEXIND,EQ,78745,42400,53.84
20,380,APEX,EQ,51075,29572,57.90
20,381,APEXECO,ST,8000,6400,80.00
20,382,APLAPOLLO,EQ,525376,240007,45.68
20,383,APLLTD,EQ,101590,42008,41.35
20,384,APOLLO,EQ,6784581,1974946,29.11
20,385,APOLLOHOSP,EQ,184243,112548,61.09
20,386,APOLLOPIPE,EQ,278630,134493,48.27
20,387,APOLLOTYRE,EQ,223730,94774,42.36
20,388,APOLSINHOT,EQ,1556,1330,85.48
20,389,APOORVA,EQ,15,15,100.00
20,390,APRAMEYA,SM,22000,17500,79.55
20,391,APS,SM,13500,10500,77.78
20,392,APSISAERO,ST,6000,6000,100.00
20,393,APTUS,EQ,1037464,590297,56.90
20,394,AQYLON,EQ,454091,257182,56.64
20,395,ARABIAN,SM,6000,6000,100.00
20,396,ARCHIDPLY,EQ,20912,16593,79.35
20,397,ARCHIES,EQ,46228,40637,87.91
20,398,ARCL,EQ,3113,2672,85.83
20,399,ARDEE,EQ,3428358,1492690,43.54
20,400,ARE&M,EQ,341096,167042,48.97
20,401,ARENTERP,EQ,501,485,96.81
20,402,ARFIN,EQ,751711,258033,34.33
20,403,ARHAM,SM,17000,13000,76.47
20,404,ARIHANT,EQ,2890,2746,95.02
20,405,ARIHANTCAP,EQ,223073,123037,55.16
20,406,ARIHANTSUP,EQ,2364,1501,63.49
20,407,ARIS,EQ,1095500,371343,33.90
20,408,ARKADE,EQ,211278,98397,46.57
20,409,ARMANFIN,EQ,10994,5703,51.87
20,410,ARMOUR,ST,2000,2000,100.00
20,411,AROGRANITE,EQ,3310,2728,82.42
20,412,ARSSBL,EQ,144585,96892,67.01
20,413,ARTEMISMED,EQ,330779,136152,41.16
20,414,ARTNIRMAN,EQ,2071,2028,97.92
20,415,ARUNAYA,SM,4000,4000,100.00
20,416,ARVEE,EQ,6148,4099,66.67
20,417,ARVIND,EQ,428368,184160,42.99
20,418,ARVINDFASN,EQ,546047,318692,58.36
20,419,ARVINDPORT,SM,34500,24000,69.57
20,420,ARVSMART,EQ,55386,29906,54.00
20,421,ARYAMAN,EQ,112,112,100.00
20,422,ASAHIINDIA,EQ,180576,74360,41.18
20,423,ASAL,EQ,4947,3278,66.26
20,424,ASALCBR,EQ,42770,26119,61.07
20,425,ASHALOG,SM,4000,2000,50.00
20,426,ASHAPURMIN,EQ,295791,134439,45.45
20,427,ASHIANA,EQ,22512,14830,65.88
20,428,ASHIMASYN,EQ,79804,56287,70.53
20,429,ASHOKA,EQ,620374,250472,40.37
20,430,ASHOKAMET,EQ,1451600,653131,44.99
20,431,ASHOKLEY,EQ,17716411,8631278,48.72
20,432,ASHUTOSH,ST,220800,210000,95.11
20,433,ASHWINI,SM,3000,2000,66.67
20,434,ASIANENE,EQ,465128,136143,29.27
20,435,ASIANHOTNR,EQ,16720,8133,48.64
20,436,ASIANPAINT,EQ,539807,291750,54.05
20,437,ASIANTILES,EQ,2487105,1065686,42.85
20,438,ASIANTNE,EQ,1114,1039,93.27
20,439,ASKAUTOLTD,EQ,116852,56108,48.02
20,440,ASPINWALL,EQ,3989,1914,47.98
20,441,ASPIRE,SM,36000,28000,77.78
20,442,ASTAR,EQ,172,57,33.14
20,443,ASTEC,EQ,67242,13454,20.01
20,444,ASTERDM,EQ,527751,253043,47.95
20,445,ASTRAL,EQ,769578,462436,60.09
20,446,ASTRAMICRO,EQ,178207,91153,51.15
20,447,ASTRAZEN,EQ,2724,1662,61.01
20,448,ATALREAL,EQ,361419,361419,100.00
20,449,ATAM,EQ,6004,4040,67.29
20,450,ATCENERGY,ST,2400,2400,100.00
20,451,ATGL,EQ,357069,175676,49.20
20,452,ATHERENERG,EQ,4669023,1061969,22.74
20,453,ATL,EQ,228860,129814,56.72
20,454,ATLANTAA,EQ,25902,18992,73.32
20,455,ATLANTAELE,EQ,55665,30328,54.48
20,456,ATLASCYCLE,EQ,15229,7883,51.76
20,457,ATLPP,E1,468,363,77.56
20,458,ATMASTCO,SM,28400,24000,84.51
20,459,ATUL,EQ,28293,14293,50.52
20,460,ATULAUTO,EQ,44398,23403,52.71
20,461,AUBANK,EQ,897074,430085,47.94
20,462,AUGMONT,EQ,1008913,371913,36.86
20,463,AURIONPRO,EQ,137102,66152,48.25
20,464,AUROIMPEX,SM,3200,3200,100.00
20,465,AUROPHARMA,EQ,410784,206844,50.35
20,466,AURUM,EQ,60592,43270,71.41
20,467,AURUS,EQ,12588,10918,86.73
20,468,AUSOMENT,EQ,2651,2457,92.68
20,469,AUSTENG,EQ,5577,3920,70.29
20,470,AUTOAXLES,EQ,4307,3219,74.74
20,471,AUTOBEES,EQ,159583,86511,54.21
20,472,AUTOIETF,EQ,460843,289120,62.74
20,473,AUTOIND,EQ,110549,69026,62.44
20,474,AVADHSUGAR,EQ,151834,65344,43.04
20,475,AVALON,EQ,300460,107618,35.82
20,476,AVANA,ST,16000,12000,75.00
20,477,AVANCE,EQ,2984859,1751410,58.68
20,478,AVANTEL,EQ,690113,384588,55.73
20,479,AVANTIFEED,EQ,191964,85551,44.57
20,480,AVIANSH,SM,2000,2000,100.00
20,481,AVIENCE,SM,94800,58200,61.39
20,482,AVL,EQ,198917,129464,65.08
20,483,AVONMORE,EQ,241781,189063,78.20
20,484,AVPINFRA,SM,36000,33600,93.33
20,485,AVROIND,EQ,659739,492833,74.70
20,486,AVTNPL,EQ,161449,92140,57.07
20,487,AWFIS,EQ,22754616,1580922,6.95
20,488,AWHCL,EQ,75151,42020,55.91
20,489,AWL,EQ,1460758,703434,48.16
20,490,AXISBANK,EQ,3984973,2301302,57.75
20,491,AXISCADES,EQ,120275,50247,41.78
20,492,AXITA,EQ,481316,231667,48.13
20,493,AXTEL,EQ,19493,13162,67.52
20,494,AYE,EQ,550116,274614,49.92
20,495,AYMSYNTEX,EQ,80662,57542,71.34
20,496,AZAD,EQ,380009,116924,30.77
20,497,AZADIND,EQ,27900,4008,14.37
20,498,BABAFP,SM,1600,1600,100.00
20,499,BAGDIGITAL,SM,1600,1600,100.00
20,500,BAGFILMS,EQ,71428,40916,57.28
20,501,BAGMANE,RR,1130133,1022484,90.47
20,502,BAHETI,SM,14625,9000,61.54
20,503,BAIDFIN,EQ,148695,106019,71.30
20,504,BAJAJ-AUTO,EQ,185127,119990,64.81
20,505,BAJAJCON,EQ,829403,485576,58.55
20,506,BAJAJELEC,EQ,91818,34191,37.24
20,507,BAJAJFINSV,EQ,708431,368606,52.03
20,508,BAJAJHCARE,EQ,122120,58933,48.26
20,509,BAJAJHFL,EQ,4744778,2579055,54.36
20,510,BAJAJHIND,EQ,22744948,4674763,20.55
20,511,BAJAJHLDNG,EQ,45141,21847,48.40
20,512,BAJAJINDEF,EQ,38486,20658,53.68
20,513,BAJAJST,EQ,8995,5463,60.73
20,514,BAJEL,EQ,116550,56543,48.51
20,515,BAJFINANCE,EQ,4671716,3001489,64.25
20,516,BALAJEE,EQ,50530,38865,76.91
20,517,BALAJIPHOS,SM,2000,2000,100.00
20,518,BALAJITELE,EQ,159860,112357,70.28
20,519,BALAMINES,EQ,159088,62240,39.12
20,520,BALAXI,EQ,35842,22717,63.38
20,521,BALCO,SM,4800,4800,100.00
20,522,BALKRISHNA,EQ,7844,5543,70.67
20,523,BALKRISIND,EQ,108519,52407,48.29
20,524,BALMLAWRIE,EQ,151616,84209,55.54
20,525,BALPHARMA,EQ,294455,123150,41.82
20,526,BALRAMCHIN,EQ,1117035,244949,21.93
20,527,BALUFORGE,EQ,460231,169347,36.80
20,528,BANARBEADS,EQ,1529,1254,82.01
20,529,BANARISUG,EQ,1533,761,49.64
20,530,BANCOINDIA,EQ,88319,42328,47.93
20,531,BANDHANBNK,EQ,24123587,13889255,57.58
20,532,BANG,EQ,277217,83188,30.01
20,533,BANK10ADD,EQ,26463,13801,52.15
20,534,BANK10BETF,EQ,28127,6669,23.71
20,535,BANKA,EQ,2102,1994,94.86
20,536,BANKADD,EQ,3795,1687,44.45
20,537,BANKBARODA,EQ,6384852,3327556,52.12
20,538,BANKBEES,EQ,883794,519131,58.74
20,539,BANKBETA,EQ,214942,199516,92.82
20,540,BANKBETF,EQ,1190740,1167270,98.03
20,541,BANKETF,EQ,21530,7853,36.47
20,542,BANKIETF,EQ,2688067,1850678,68.85
20,543,BANKINDIA,EQ,3444922,1249377,36.27
20,544,BANKNIFTY1,EQ,5255048,5146419,97.93
20,545,BANKPSU,EQ,7482,3786,50.60
20,546,BANSALWIRE,EQ,28373,18378,64.77
20,547,BANSWRAS,EQ,11902,7450,62.59
20,548,BARFLEX,SM,6000,4000,66.67
20,549,BASF,EQ,17110,8540,49.91
20,550,BASILIC,SM,5100,3900,76.47
20,551,BATAINDIA,EQ,89878,42107,46.85
20,552,BATLIBOI,EQ,21009,14079,67.01
20,553,BAWEJA,SM,1600,1600,100.00
20,554,BAYERCROP,EQ,16520,9891,59.87
20,555,BBETF0432,EQ,2243,2157,96.17
20,556,BBL,EQ,14916,8582,57.54
20,557,BBNPNBETF,EQ,328,207,63.11
20,558,BBNPPGOLD,EQ,6817,3925,57.58
20,559,BBOX,EQ,1545734,408990,26.46
20,560,BBTC,EQ,29267,13233,45.21
20,561,BBTCL,EQ,4457,3413,76.58
20,562,BCG,EQ,7468144,3795373,50.82
20,563,BCLIND,EQ,408572,271189,66.37
20,564,BCONCEPTS,EQ,8740,6271,71.75
20,565,BCPL,EQ,12768,7472,58.52
20,566,BDL,EQ,886674,295627,33.34
20,567,BEACON,SM,12000,11000,91.67
20,568,BEARDSELL,EQ,6514,5839,89.64
20,569,BECTORFOOD,EQ,822634,254542,30.94
20,570,BEDMUTHA,EQ,8052,5744,71.34
