Security Wise Delivery Position - Compulsory Rolling Settlement
10,MTO,28082026,1754412556,0003336
Trade Date <28-AUG-2026>,Settlement Type <N>
Record Type,Sr No,Name of Security,Quantity Traded,Deliverable Quantity(gross across client level),% of Deliverable Quantity to Traded Quantity
20,171,948SCL26A,NN,23,11,47.83
20,172,948SCL27A,ZJ,86,86,100.00
20,173,950ISF27C,N0,5,5,100.00
20,174,956AEL29,N6,50,50,100.00
20,175,965AEL27,N4,1263,1250,98.97
20,176,965ISF28,N0,1,1,100.00
20,177,965SCL25C,N0,10,7,70.00
20,178,965SCL25F,NZ,50,50,100.00
20,179,96IIFL28,N5,503,503,100.00
20,180,96IIFL28A,NF,1094,1094,100.00
20,181,970CAGL28,ND,55,55,100.00
20,182,971SCL28A,NT,1,1,100.00
20,183,975SCL28,NT,10,10,100.00
20,184,985ECL28,NK,70,69,98.57
20,185,985SFIL28,NO,1,1,100.00
20,186,990SCL26B,Y7,20,20,100.00
20,187,990SCL27,YT,2,2,100.00
20,188,995SCL2035,NM,1,1,100.00
20,189,99AEL29,N7,290,280,96.55
20,190,9SCL26BA,NA,885,885,100.00
20,191,A2ZINFRA,EQ,482090,347891,72.16
20,192,AAATECH,EQ,31461,19746,62.76
20,193,AADHARHFC,EQ,121779,61436,50.45
20,194,AAKAAR,SM,6400,6400,100.00
20,195,AAKASH,EQ,63832,43704,68.47
20,196,AAREYDRUGS,EQ,379960,303372,79.84
20,197,AARON,EQ,6654,4106,61.71
20,198,AARTIDRUGS,EQ,59919,34007,56.75
20,199,AARTIIND,EQ,644631,298503,46.31
20,200,AARTIPHARM,EQ,278187,115783,41.62
20,201,AARVI,EQ,25356,19169,75.60
20,202,AASTHA,EQ,2379114,441827,18.57
20,203,AAVAS,EQ,348832,172610,49.48
20,204,ABANSENT,EQ,2791,2378,85.20
20,205,ABB,EQ,98513,42440,43.08
20,206,ABBOTINDIA,EQ,6550,3517,53.69
20,207,ABCAPITAL,EQ,1217070,559398,45.96
20,208,ABCOTS,EQ,6512,4798,73.68
20,209,ABDL,EQ,109318,56704,51.87
20,210,ABFRL,EQ,4611357,2532385,54.92
20,211,ABGSEC,EQ,14,12,85.71
20,212,ABHAPOWER,SM,4800,4800,100.00
20,213,ABLBL,EQ,252167,182823,72.50
20,214,ABMKNO,EQ,164,144,87.80
20,215,ABREL,EQ,81323,37490,46.10
20,216,ABSL10BANK,EQ,5367,3944,73.49
20,217,ABSLAMC,EQ,74281,43544,58.62
20,218,ABSLBANETF,EQ,21048,15572,73.98
20,219,ABSLLIQUID,EQ,1246,769,61.72
20,220,ABSLMSCIN,EQ,1100,1091,99.18
20,221,ABSLNN50ET,EQ,9554,7120,74.52
20,222,ABSLPSE,EQ,266913,191267,71.66
20,223,ABSMARINE,ST,84500,80500,95.27
20,224,ACC,EQ,65574,33542,51.15
20,225,ACCELYA,EQ,7211,4128,57.25
20,226,ACCENTMIC,SM,30500,18000,59.02
20,227,ACE,EQ,146229,67388,46.08
20,228,ACEINTEG,EQ,404,403,99.75
20,229,ACETEC,SM,46800,45600,97.44
20,230,ACGL,EQ,342,269,78.65
20,231,ACI,EQ,390477,272918,69.89
20,232,ACL,EQ,26615,19067,71.64
20,233,ACMESOLAR,EQ,1185544,542174,45.73
20,234,ACUTAAS,EQ,240776,117277,48.71
20,235,ADANIENSOL,EQ,1647674,797357,48.39
20,236,ADANIENT,EQ,530795,222535,41.92
20,237,ADANIGREEN,EQ,776595,271763,34.99
20,238,ADANIPORTS,EQ,3268356,2205146,67.47
20,239,ADANIPOWER,EQ,14256352,5195217,36.44
20,240,ADDICTIVE,SM,8500,8500,100.00
20,241,ADDIND,EQ,88,86,97.73
20,242,ADFFOODS,EQ,85375,27410,32.11
20,243,ADISOFT,SM,18400,16000,86.96
20,244,ADL,EQ,1056,873,82.67
20,245,ADOR,EQ,130736,57437,43.93
20,246,ADROITINFO,EQ,14489,10534,72.70
20,247,ADSL,EQ,87735,48569,55.36
20,248,ADVAIT,EQ,98198,52430,53.39
20,249,ADVANCE,EQ,282536,162063,57.36
20,250,ADVANIHOTR,EQ,55736,21422,38.43
20,251,ADVENTHTL,EQ,333397,121188,36.35
20,252,ADVENZYMES,EQ,192573,109303,56.76
20,253,ADVIKCA,EQ,284503,236341,83.07
20,254,AEGISLOG,EQ,263570,126379,47.95
20,255,AEGISVOPAK,EQ,588121,248904,42.32
20,256,AEL120924A,N5,38,38,100.00
20,257,AEL120924B,N8,80,80,100.00
20,258,AEL170725A,NG,11,11,100.00
20,259,AEL17725,NA,12,12,100.00
20,260,AEPL,EQ,15835,11550,72.94
20,261,AEQUS,EQ,1329838,647534,48.69
20,262,AEROENTER,EQ,930558,465866,50.06
20,263,AEROFLEX,EQ,2093610,652085,31.15
20,264,AERON,SM,14000,10000,71.43
20,265,AERONEU,EQ,3586,1377,38.40
20,266,AEROPLANE,EQ,179790,103189,57.39
20,267,AESTHETIK,SM,13000,9000,69.23
20,268,AETHER,EQ,443550,221336,49.90
20,269,AFCONS,EQ,728796,209918,28.80
20,270,AFFLE,EQ,133536,62736,46.98
20,271,AFIL,EQ,383110,292351,76.31
20,272,AFSL,EQ,19645,14722,74.94
20,273,AGARIND,EQ,15795,10447,66.14
20,274,AGARWALEYE,EQ,663188,353021,53.23
20,275,AGARWALFT,SM,4500,4500,100.00
20,276,AGARWALTUF,SM,9600,4800,50.00
20,277,AGI,EQ,385938,168839,43.75
20,278,AGIIL,EQ,447958,101373,22.63
20,279,AGL,EQ,1366639,812235,59.43
20,280,AGRITECH,EQ,1874,1274,67.98
20,281,AGROPHOS,EQ,15966,12124,75.94
20,282,AGUL,SM,2000,2000,100.00
20,283,AHCL,EQ,15441669,5647592,36.57
20,284,AHLADA,EQ,4759,3589,75.42
20,285,AHLEAST,EQ,3751,2355,62.78
20,286,AHLUCONT,EQ,80833,56476,69.87
20,287,AIAENG,EQ,33928,17020,50.17
20,288,AIIL,EQ,114584,51521,44.96
20,289,AILIMITED,SM,3000,3000,100.00
20,290,AIMTRON,SM,26200,21200,80.92
20,291,AIRAN,EQ,58965,37982,64.41
20,292,AIROLAM,EQ,1901,1728,90.90
20,293,AJANTPHARM,EQ,39913,20939,52.46
20,294,AJAXENGG,EQ,35790,19675,54.97
20,295,AJMERA,EQ,497791,237588,47.73
20,296,AJOONI,EQ,108907,90395,83.00
20,297,AKANKSHA,SM,3000,3000,100.00
20,298,AKASH,EQ,4053,3611,89.09
20,299,AKCAPIT,EQ,3268,2266,69.34
20,300,AKG,EQ,2096,1897,90.51
20,301,AKI,EQ,85878,57692,67.18
20,302,AKIKO,SM,8000,4800,60.00
20,303,AKSHAR,EQ,834403,531247,63.67
20,304,AKUMS,EQ,408016,241675,59.23
20,305,ALANKIT,EQ,107670,91492,84.97
20,306,ALBERTDAVD,EQ,20164,8378,41.55
20,307,ALCODIS,SM,625,625,100.00
20,308,ALEMBICLTD,EQ,645251,326197,50.55
20,309,ALFREDHE,EQ,8,7,87.50
20,310,ALGOQUANT,EQ,1028546,143144,13.92
20,311,ALICON,EQ,14703,8363,56.88
20,312,ALIVUS,EQ,51812,29405,56.75
20,313,ALKEM,EQ,231100,154134,66.70
20,314,ALKYLAMINE,EQ,43006,17421,40.51
20,315,ALLCARGO,EQ,21895655,6508056,29.72
20,316,ALLDIGI,EQ,3998,1717,42.95
20,317,ALLETEC,ST,14000,13600,97.14
20,318,ALLTIME,EQ,111080,70598,63.56
20,319,ALMONDZ,EQ,774739,478815,61.80
20,320,ALOKINDS,EQ,85131255,41767754,49.06
20,321,ALPA,EQ,21708,11226,51.71
20,322,ALPEXSOLAR,SM,22800,16700,73.25
20,323,ALPHA,EQ,785101,541560,68.98
20,324,ALPHAETF,EQ,260843,189689,72.72
20,325,ALPINETEX,EQ,201803,82876,41.07
20,326,ALPL30IETF,EQ,337375,167787,49.73
20,327,ALUFLUOR,EQ,17315,14518,83.85
20,328,ALUWIND,SM,6000,4500,75.00
20,329,AMAGI,EQ,184757,79345,42.95
20,330,AMAL,EQ,10626,6149,57.87
20,331,AMARJOTHI,EQ,377,359,95.23
20,332,AMBAAUTO,SM,3000,3000,100.00
20,333,AMBER,EQ,271368,85199,31.40
20,334,AMBICAAGAR,EQ,697,471,67.58
20,335,AMBIKCO,EQ,9146,4476,48.94
20,336,AMBUJACEM,EQ,2152464,1175009,54.59
20,337,AMCL,SM,1200,400,33.33
20,338,AMDIND,EQ,5977,4812,80.51
20,339,AMEYA,SM,9000,9000,100.00
20,340,AMJLAND,EQ,1890,1594,84.34
20,341,AMNPLST,EQ,3545,2019,56.95
20,342,AMRUTANJAN,EQ,67238,33864,50.36
20,343,ANANDRATHI,EQ,418905,215886,51.54
20,344,ANANTAM,IV,9820,8790,89.51
20,345,ANANTRAJ,EQ,616038,255024,41.40
20,346,ANAWIL,SM,191200,120400,62.97
20,347,ANDHRAPAP,EQ,136218,89907,66.00
20,348,ANDHRSUGAR,EQ,610078,196467,32.20
20,349,ANDREWYU,EQ,101147,80697,79.78
20,350,ANGELONE,EQ,2866743,968102,33.77
20,351,ANIKINDS,EQ,8384,7784,92.84
20,352,ANLON,SM,2400,2400,100.00
20,353,ANMOL,EQ,38369,32495,84.69
20,354,ANNAPURNA,EQ,51186,26546,51.86
20,355,ANONDITA,SM,55400,35600,64.26
20,356,ANSALBU,EQ,10639,8776,82.49
20,357,ANTELOPUS,EQ,43078,20378,47.30
20,358,ANTGRAPHIC,EQ,1307534,850808,65.07
20,359,ANTHEM,EQ,375323,199117,53.05
20,360,ANUHPHR,EQ,141578,81909,57.85
20,361,ANUP,EQ,21172,11411,53.90
20,362,ANURAS,EQ,132636,97072,73.19
20,363,ANYA,SM,10000,5000,50.00
20,364,AONEGOLD,EQ,288491,106896,37.05
20,365,AONELIQUID,EQ,10046,6322,62.93
20,366,AONENIFTY,EQ,189083,161640,85.49
20,367,AONESILVER,EQ,321987,181044,56.23
20,368,AONETMMQ50,EQ,119934,106772,89.03
20,369,AONETOTAL,EQ,193160,114663,59.36
20,370,APARINDS,EQ,120837,47239,39.09
20,371,APCL,EQ,10017,8720,87.05
20,372,APCOTEXIND,EQ,118722,61397,51.71
20,373,APEX,EQ,67352,26836,39.84
20,374,APEXECO,ST,4800,4800,100.00
20,375,APLAPOLLO,EQ,1037530,570704,55.01
20,376,APLLTD,EQ,89882,61612,68.55
20,377,APOLLO,EQ,3217421,1195843,37.17
20,378,APOLLOHOSP,EQ,311286,170746,54.85
20,379,APOLLOPIPE,EQ,204371,78862,38.59
20,380,APOLLOTYRE,EQ,836372,361413,43.21
20,381,APOLSINHOT,EQ,553,425,76.85
20,382,APRAMEYA,SM,8000,7500,93.75
20,383,APS,SM,15000,10500,70.00
20,384,APSISAERO,ST,20400,19200,94.12
20,385,APTUS,EQ,324345,160630,49.52
20,386,AQYLON,EQ,1075974,813955,75.65
20,387,ARABIAN,SM,12000,10000,83.33
20,388,ARCHIDPLY,EQ,49263,23521,47.75
20,389,ARCHIES,EQ,10149,7843,77.28
20,390,ARCIIL,SM,31000,26000,83.87
20,391,ARCL,EQ,114,112,98.25
20,392,ARDEE,EQ,6521624,2287089,35.07
20,393,ARE&M,EQ,567121,192636,33.97
20,394,ARENTERP,EQ,634,368,58.04
20,395,ARFIN,EQ,964118,56124,5.82
20,396,ARHAM,SM,53000,30000,56.60
20,397,ARIES,EQ,54489,22300,40.93
20,398,ARIHANT,EQ,1298,861,66.33
20,399,ARIHANTCAP,EQ,192228,80303,41.77
20,400,ARIHANTSUP,EQ,8417,5694,67.65
20,401,ARIS,EQ,5643850,2270282,40.23
20,402,ARKADE,EQ,140894,64984,46.12
20,403,ARMANFIN,EQ,50932,32670,64.14
20,404,ARMOUR,ST,2000,2000,100.00
20,405,AROGRANITE,EQ,6645,5701,85.79
20,406,ARSSBL,EQ,128495,87751,68.29
20,407,ARTEMISMED,EQ,123988,65541,52.86
20,408,ARTNIRMAN,EQ,1005,991,98.61
20,409,ARUNAYA,SM,6000,6000,100.00
20,410,ARVEE,EQ,823,315,38.27
20,411,ARVIND,EQ,760011,474820,62.48
20,412,ARVINDFASN,EQ,173596,108238,62.35
20,413,ARVINDPORT,SM,45000,42000,93.33
20,414,ARVSMART,EQ,88204,37161,42.13
20,415,ARYAMAN,EQ,709,552,77.86
20,416,ASAHIINDIA,EQ,172883,83199,48.12
20,417,ASAL,EQ,10947,5514,50.37
20,418,ASALCBR,EQ,12716,8378,65.89
20,419,ASHAPURMIN,EQ,220503,106105,48.12
20,420,ASHIANA,EQ,23913,13735,57.44
20,421,ASHIMASYN,EQ,46088,32850,71.28
20,422,ASHOKA,EQ,294687,170699,57.93
20,423,ASHOKAMET,EQ,17883,13793,77.13
20,424,ASHOKLEY,EQ,11814260,5621558,47.58
20,425,ASHWINI,SM,3000,3000,100.00
20,426,ASIANENE,EQ,701493,281661,40.15
20,427,ASIANHOTNR,EQ,98958,95641,96.65
20,428,ASIANPAINT,EQ,482544,254843,52.81
20,429,ASIANTILES,EQ,2511054,1209780,48.18
20,430,ASIANTNE,EQ,58850,46685,79.33
20,431,ASKAUTOLTD,EQ,416555,143480,34.44
20,432,ASPINWALL,EQ,1933,1512,78.22
20,433,ASPIRE,SM,4000,4000,100.00
20,434,ASSAMENT,EQ,172,65,37.79
20,435,ASTAR,EQ,75,46,61.33
20,436,ASTEC,EQ,25129,16687,66.41
20,437,ASTERDM,EQ,1768713,1097585,62.06
20,438,ASTRAL,EQ,700559,428298,61.14
20,439,ASTRAMICRO,EQ,242127,107727,44.49
20,440,ASTRAZEN,EQ,2651,1400,52.81
20,441,ATALREAL,EQ,13592636,2512854,18.49
20,442,ATAM,EQ,17108,9196,53.75
20,443,ATCENERGY,ST,1200,1200,100.00
20,444,ATGL,EQ,302887,133444,44.06
20,445,ATHERENERG,EQ,14538878,2772116,19.07
20,446,ATL,EQ,534798,296945,55.52
20,447,ATLANTAA,EQ,37210,28214,75.82
20,448,ATLANTAELE,EQ,128412,60492,47.11
20,449,ATLASCYCLE,EQ,3218,3134,97.39
20,450,ATLPP,E1,7690,7069,91.92
20,451,ATMASTCO,SM,10800,8000,74.07
20,452,ATUL,EQ,28383,17588,61.97
20,453,ATULAUTO,EQ,49107,24737,50.37
20,454,AUBANK,EQ,871951,462845,53.08
20,455,AURIONPRO,EQ,204145,117405,57.51
20,456,AUROPHARMA,EQ,484381,230798,47.65
20,457,AURUM,EQ,107260,71236,66.41
20,458,AURUS,EQ,25000,13240,52.96
20,459,AUSOMENT,EQ,5076,4877,96.08
20,460,AUSTENG,EQ,1859,1300,69.93
20,461,AUTOAXLES,EQ,1988,1027,51.66
20,462,AUTOBEES,EQ,168372,87629,52.04
20,463,AUTOIETF,EQ,449966,228863,50.86
20,464,AUTOIND,EQ,70443,49851,70.77
20,465,AVADHSUGAR,EQ,170865,71737,41.98
20,466,AVALON,EQ,239819,76136,31.75
20,467,AVANA,ST,10000,10000,100.00
20,468,AVANCE,EQ,2849676,1495955,52.50
20,469,AVANTEL,EQ,369537,186489,50.47
20,470,AVANTIFEED,EQ,415922,176750,42.50
20,471,AVIANSH,SM,8000,7000,87.50
20,472,AVIENCE,SM,23400,15000,64.10
20,473,AVL,EQ,220999,149105,67.47
20,474,AVONMORE,EQ,145925,127772,87.56
20,475,AVPINFRA,SM,43200,23200,53.70
20,476,AVROIND,EQ,547964,362472,66.15
20,477,AVTNPL,EQ,141293,87338,61.81
20,478,AWFIS,EQ,409033,227085,55.52
20,479,AWHCL,EQ,44715,20728,46.36
20,480,AWL,EQ,1135382,569256,50.14
20,481,AXISBANK,EQ,3243469,2206690,68.03
20,482,AXISCADES,EQ,101508,44888,44.22
20,483,AXITA,EQ,1263568,721330,57.09
20,484,AXTEL,EQ,3424,2946,86.04
20,485,AYE,EQ,8919813,2078305,23.30
20,486,AYMSYNTEX,EQ,65947,34905,52.93
20,487,AZAD,EQ,401279,136548,34.03
20,488,AZADIND,EQ,49897,20452,40.99
20,489,BABAFP,SM,9600,6400,66.67
20,490,BAGDIGITAL,SM,8000,8000,100.00
20,491,BAGFILMS,EQ,51030,33360,65.37
20,492,BAGMANE,RR,294711,256872,87.16
20,493,BAHETI,SM,20250,10125,50.00
20,494,BAIDFIN,EQ,43620,37329,85.58
20,495,BAJAJ-AUTO,EQ,262591,114929,43.77
20,496,BAJAJCON,EQ,1407453,600088,42.64
20,497,BAJAJELEC,EQ,131210,59634,45.45
20,498,BAJAJFINSV,EQ,466703,230404,49.37
20,499,BAJAJHCARE,EQ,36072,16549,45.88
20,500,BAJAJHFL,EQ,1693097,1090951,64.44
20,501,BAJAJHIND,EQ,51508959,7277679,14.13
20,502,BAJAJHLDNG,EQ,31945,12222,38.26
20,503,BAJAJINDEF,EQ,11019,6560,59.53
20,504,BAJAJST,EQ,18018,12529,69.54
20,505,BAJEL,EQ,194797,99136,50.89
20,506,BAJFINANCE,EQ,4554311,2822874,61.98
20,507,BALAJEE,EQ,25967,20599,79.33
20,508,BALAJITELE,EQ,52835,30283,57.32
20,509,BALAMINES,EQ,124958,42787,34.24
20,510,BALAXI,EQ,13533,10888,80.46
20,511,BALKRISHNA,EQ,16299,14649,89.88
20,512,BALKRISIND,EQ,755064,583022,77.21
20,513,BALMLAWRIE,EQ,116790,76463,65.47
20,514,BALPHARMA,EQ,6199,5307,85.61
20,515,BALRAMCHIN,EQ,2100532,338990,16.14
20,516,BALUFORGE,EQ,1441287,395203,27.42
20,517,BANARBEADS,EQ,3807,2365,62.12
20,518,BANARISUG,EQ,8682,2196,25.29
20,519,BANCOINDIA,EQ,55866,28301,50.66
20,520,BANDHANBNK,EQ,3469922,1618290,46.64
20,521,BANG,EQ,279802,224130,80.10
20,522,BANK10ADD,EQ,23809,18926,79.49
20,523,BANK10BETF,EQ,1494,1435,96.05
20,524,BANKA,EQ,283,161,56.89
20,525,BANKADD,EQ,5670,3431,60.51
20,526,BANKBARODA,EQ,3571651,1674359,46.88
20,527,BANKBEES,EQ,526937,378219,71.78
20,528,BANKBETA,EQ,1102472,1085531,98.46
20,529,BANKBETF,EQ,246198,240947,97.87
20,530,BANKETF,EQ,13548,6319,46.64
20,531,BANKIETF,EQ,862614,632510,73.32
20,532,BANKINDIA,EQ,4694456,2717033,57.88
20,533,BANKNIFTY1,EQ,1030739,888478,86.20
20,534,BANKPSU,EQ,9490,4521,47.64
20,535,BANSALWIRE,EQ,23351,12583,53.89
20,536,BANSWRAS,EQ,26728,15022,56.20
20,537,BARFLEX,SM,24000,22000,91.67
20,538,BASF,EQ,7730,3815,49.35
20,539,BASILIC,SM,4500,2700,60.00
20,540,BATAINDIA,EQ,80053,41076,51.31
20,541,BATLIBOI,EQ,35076,18949,54.02
20,542,BAWEJA,ST,16000,15200,95.00
20,543,BAYERCROP,EQ,12947,8372,64.66
20,544,BBETF0432,EQ,2622,2348,89.55
20,545,BBL,EQ,12187,7901,64.83
20,546,BBNPNBETF,EQ,71,70,98.59
20,547,BBNPPGOLD,EQ,2251,1169,51.93
20,548,BBOX,EQ,139959,56811,40.59
20,549,BBTC,EQ,627788,75557,12.04
20,550,BBTCL,EQ,4480,2440,54.46
20,551,BCG,EQ,2448110,1442345,58.92
20,552,BCLIND,EQ,402479,211217,52.48
20,553,BCONCEPTS,EQ,9226,5880,63.73
20,554,BCPL,EQ,6526,5126,78.55
20,555,BDL,EQ,1589088,701908,44.17
20,556,BEACON,SM,18000,17000,94.44
20,557,BEARDSELL,EQ,15836,11773,74.34
20,558,BECTORFOOD,EQ,1011561,422736,41.79
20,559,BEDMUTHA,EQ,2412,2233,92.58
20,560,BEEKAY,EQ,6911,6698,96.92
20,561,BEL,EQ,8025382,4749950,59.19
20,562,BELLACASA,EQ,9120,6402,70.20
20,563,BELRISE,EQ,3131483,1419547,45.33
20,564,BEML,EQ,494559,211205,42.71
20,565,BENARAS,EQ,167,164,98.20
20,566,BENGALASM,EQ,462,407,88.10
20,567,BEPL,EQ,979785,391190,39.93
20,568,BERGEPAINT,EQ,149998,93076,62.05
