Security Wise Delivery Position - Compulsory Rolling Settlement
10,MTO,31082026,3068735779,0003375
Trade Date <31-AUG-2026>,Settlement Type <N>
Record Type,Sr No,Name of Security,Quantity Traded,Deliverable Quantity(gross across client level),% of Deliverable Quantity to Traded Quantity
20,454,ASHOKA,EQ,98468036,4026368,4.09
20,455,ASHOKAMET,EQ,2205,2045,92.74
20,456,ASHOKLEY,EQ,14333497,9523603,66.44
20,457,ASHWINI,SM,1000,1000,100.00
20,458,ASIANENE,EQ,277518,142892,51.49
20,459,ASIANHOTNR,EQ,1007905,134645,13.36
20,460,ASIANPAINT,EQ,1381178,981350,71.05
20,461,ASIANTILES,EQ,6288505,3072066,48.85
20,462,ASIANTNE,EQ,17485,12605,72.09
20,463,ASKAUTOLTD,EQ,943528,531867,56.37
20,464,ASPINWALL,EQ,1677,1447,86.29
20,465,ASSAMENT,EQ,4,4,100.00
20,466,ASTEC,EQ,52139,32127,61.62
20,467,ASTERDM,EQ,1529874,943777,61.69
20,468,ASTRAL,EQ,11516278,8813026,76.53
20,469,ASTRAMICRO,EQ,240681,134128,55.73
20,470,ASTRAZEN,EQ,12698,9663,76.10
20,471,ATALREAL,EQ,18802850,5598227,29.77
20,472,ATAM,EQ,6088,4512,74.11
20,473,ATCENERGY,ST,6000,6000,100.00
20,474,ATGL,EQ,785690,293969,37.42
20,475,ATHERENERG,EQ,19768043,6914827,34.98
20,476,ATL,EQ,158876,107795,67.85
20,477,ATLANTAA,EQ,96457,75489,78.26
20,478,ATLANTAELE,EQ,300563,118343,39.37
20,479,ATLASCYCLE,EQ,2176,1459,67.05
20,480,ATLPP,E1,3627,3626,99.97
20,481,ATMASTCO,SM,6400,6000,93.75
20,482,ATUL,EQ,30069,18859,62.72
20,483,ATULAUTO,EQ,80545,42913,53.28
20,484,AUBANK,EQ,1482998,1026700,69.23
20,485,AUGMONT,EQ,17691142,5825808,32.93
20,486,AURIONPRO,EQ,878794,516431,58.77
20,487,AUROIMPEX,SM,8000,8000,100.00
20,488,AUROPHARMA,EQ,2416718,1189587,49.22
20,489,AURUM,EQ,102847,40680,39.55
20,490,AURUS,EQ,4885,4264,87.29
20,491,AUSOMENT,EQ,5010,4593,91.68
20,492,AUSTENG,EQ,1232,909,73.78
20,493,AUTOAXLES,EQ,2728,1753,64.26
20,494,AUTOBEES,EQ,157659,84616,53.67
20,495,AUTOIETF,EQ,328281,176041,53.63
20,496,AUTOIND,EQ,77051,41847,54.31
20,497,AVADHSUGAR,EQ,346445,92436,26.68
20,498,AVALON,EQ,519200,188279,36.26
20,499,AVANA,ST,34000,34000,100.00
20,500,AVANCE,EQ,4988255,2502481,50.17
20,501,AVANTEL,EQ,2886095,618524,21.43
20,502,AVANTIFEED,EQ,325472,136148,41.83
20,503,AVIANSH,SM,4000,4000,100.00
20,504,AVIENCE,SM,9000,8400,93.33
20,505,AVL,EQ,131866,84210,63.86
20,506,AVONMORE,EQ,422312,321382,76.10
20,507,AVPINFRA,SM,22400,16000,71.43
20,508,AVROIND,EQ,515192,303861,58.98
20,509,AVTNPL,EQ,741243,410348,55.36
20,510,AWFIS,EQ,432921,164285,37.95
20,511,AWHCL,EQ,57967,29811,51.43
20,512,AWL,EQ,3438931,1747018,50.80
20,513,AXISBANK,EQ,6093670,4449543,73.02
20,514,AXISCADES,EQ,322732,142016,44.00
20,515,AXITA,EQ,731568,254966,34.85
20,516,AXTEL,EQ,3418,2428,71.04
20,517,AYE,EQ,1431106,695044,48.57
20,518,AYMSYNTEX,EQ,1511986,519046,34.33
20,519,AZAD,EQ,791445,270359,34.16
20,520,AZADIND,EQ,52431,12848,24.50
20,521,BABAFP,SM,9600,8000,83.33
20,522,BAGDIGITAL,SM,35200,35200,100.00
20,523,BAGFILMS,EQ,58805,41508,70.59
20,524,BAGMANE,RR,760334,717924,94.42
20,525,BAHETI,SM,16875,7500,44.44
20,526,BAIDFIN,EQ,193981,81640,42.09
20,527,BAJAJ-AUTO,EQ,355561,208389,58.61
20,528,BAJAJCON,EQ,824112,372959,45.26
20,529,BAJAJELEC,EQ,115969,55621,47.96
20,530,BAJAJFINSV,EQ,724648,484934,66.92
20,531,BAJAJHCARE,EQ,333362,124256,37.27
20,532,BAJAJHFL,EQ,2146707,1134243,52.84
20,533,BAJAJHIND,EQ,112387038,14782823,13.15
20,534,BAJAJHLDNG,EQ,51276,39784,77.59
20,535,BAJAJINDEF,EQ,21385,13820,64.62
20,536,BAJAJST,EQ,14521,10471,72.11
20,537,BAJEL,EQ,352819,150797,42.74
20,538,BAJFINANCE,EQ,7002192,4997775,71.37
20,539,BALAJEE,EQ,15162,11553,76.20
20,540,BALAJIPHOS,SM,2000,2000,100.00
20,541,BALAJITELE,EQ,73662,36813,49.98
20,542,BALAMINES,EQ,135337,52609,38.87
20,543,BALAXI,EQ,21366,15912,74.47
20,544,BALKRISHNA,EQ,5295,4716,89.07
20,545,BALKRISIND,EQ,9682350,6210566,64.14
20,546,BALMLAWRIE,EQ,124560,79205,63.59
20,547,BALPHARMA,EQ,4820,3558,73.82
20,548,BALRAMCHIN,EQ,39555765,2535459,6.41
20,549,BALUFORGE,EQ,1970291,433178,21.99
20,550,BANARBEADS,EQ,4005,2024,50.54
20,551,BANARISUG,EQ,5097,1276,25.03
20,552,BANCOINDIA,EQ,90971,43527,47.85
20,553,BANDHANBNK,EQ,7241191,4164275,57.51
20,554,BANG,EQ,70524,33891,48.06
20,555,BANK10ADD,EQ,146708,134112,91.41
